FileName,File_sloc,File_in_degree,File_out_degree,File_Cyclomatic_Complexity,File_Max_Cyclomatic_Complexity
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\views\tests\i18n.py,179,12,0,2,4
E:\Source code on python\web framework\django\django-1.5\django-1.5\django\utils\unittest\main.py,198,6,0,2,16
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\validation\tests.py,119,14,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\validation\test_error_messages.py,71,4,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\admin_scripts\management\commands\noargs_command.py,6,1,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\admin_registration\models.py,11,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\file_uploads\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\extra_regress\models.py,34,5,0,1,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\file_storage\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\context_processors\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\admin_changelist\admin.py,66,15,1,1,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\context_processors\tests.py,29,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\admin_inlines\tests.py,483,32,0,1,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\generic_relations\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\generic_relations\models.py,69,4,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\proxy_model_inheritance\app2\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\proxy_model_inheritance\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\custom_methods\tests.py,37,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\admin_ordering\tests.py,89,10,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\save_delete_hooks\tests.py,27,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\django\utils\unittest\__main__.py,7,2,11,2,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\django\utils\unittest\util.py,88,0,2,1,11
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\one_to_one\tests.py,95,9,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\lookup\models.py,45,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\invalid_models\models.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\m2m_through\models.py,54,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\conditional_processing\views.py,19,8,1,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\utils\simplelazyobject.py,78,8,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\forms\urls.py,6,4,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\i18n\contenttypes\tests.py,30,6,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\logging_tests\tests.py,281,15,0,1,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\admin_views\views.py,5,2,1,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\properties\tests.py,14,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\comment_tests\tests\comment_view_tests.py,247,10,1,1,3
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\bash_completion\management\commands\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\m2m_multiple\models.py,25,1,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\get_or_create\models.py,19,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\files\models.py,20,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\get_latest\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\fixtures_model_package\models\__init__.py,15,1,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\base\models.py,11,2,0,2,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\staticfiles_tests\apps\no_label\models.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\model_forms_regress\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\multiple_database\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\model_permalink\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\model_inheritance_select_related\models.py,26,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\model_permalink\urls.py,4,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\generic_views\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\i18n\other\locale\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\forms\tests\error_messages.py,226,6,0,1,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\invalid_models\tests.py,39,7,0,1,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\m2m_recursive\models.py,23,1,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\lookup\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\modeltests\known_related_objects\models.py,16,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\views\tests\shortcuts.py,49,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\logging_tests\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\special_headers\tests.py,57,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\sites_framework\tests.py,29,8,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\sites_framework\models.py,27,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\templates\templatetags\subpackage\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\transactions_regress\tests.py,210,16,0,1,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\urlpatterns_reverse\erroneous_urls.py,9,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\urlpatterns_reverse\included_namespace_urls.py,16,6,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\utils\timezone.py,48,6,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\urls.py,14,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\csrf_tests\models.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\context_processors\urls.py,6,4,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\custom_managers_regress\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\db_typecasts\models.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\admin_scripts\management\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\admin_scripts\simple_app\models.py,2,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\settings_tests\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\model_fields\models.py,156,8,0,4,4
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\modeladmin\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\model_inheritance_regress\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\modeladmin\models.py,35,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\test_runner\deprecation_app\tests.py,5,1,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\test_utils\urls.py,6,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\model_inheritance_regress\models.py,127,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\version\tests.py,19,3,0,1,2
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\utils\models.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\urlpatterns_reverse\views_broken.py,1,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\urlpatterns_reverse\urls_error_handlers_callables.py,6,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\many_to_one_regress\models.py,36,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\middleware\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\m2m_through_regress\models.py,60,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\test_utils\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\m2m_regress\tests.py,59,11,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\m2m_regress\models.py,50,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\handlers\urls.py,7,5,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\handlers\models.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\get_or_create_regress\tests.py,33,3,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\get_or_create_regress\models.py,9,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\i18n\resolution\models.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\forms\views.py,5,2,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\forms\tests\util.py,38,9,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\i18n\other\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\http_utils\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\django\django-1.5\django-1.5\tests\regressiontests\httpwrappers\tests.py,457,19,0,1,3
