FileName,File_sloc,File_in_degree,File_out_degree,File_Cyclomatic_Complexity,File_Max_Cyclomatic_Complexity
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\wsgi_test.py,39,8,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\escape_test.py,124,11,0,1,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\auth_test.py,149,10,0,1,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\template_test.py,257,11,0,1,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\stack_context_test.py,67,14,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\websocket.py,523,11,0,2,11
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\s3server\s3server.py,213,11,0,1,11
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\simple_httpclient_test.py,171,19,0,1,4
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\testing.py,284,13,0,3,9
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\runtests.py,29,2,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\httputil_test.py,117,8,0,1,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\httpclient_test.py,146,17,0,1,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\gen.py,306,6,0,1,13
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\platform\windows.py,59,6,0,1,5
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\gen_test.py,277,11,0,1,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\ioloop_test.py,22,5,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\locale.py,392,5,0,1,16
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\httpclient.py,354,10,0,2,6
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\website\website.py,30,5,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\netutil.py,246,11,0,3,8
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\blog\markdown.py,1322,9,1,4,24
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\escape.py,214,9,0,8,11
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\web_test.py,498,26,0,1,4
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\httputil.py,206,6,0,2,9
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\maint\test\websocket\client.py,28,7,0,3,3
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\process.py,110,8,0,2,13
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\maint\appengine\setup.py,2,1,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\maint\appengine\common\cgi_runtests.py,34,2,0,2,3
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\twisted_test.py,353,23,0,8,8
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\maint\appengine\py27\runtests.py,1,0,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\database.py,168,7,0,3,6
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\httpserver.py,368,15,0,2,8
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\iostream_test.py,154,11,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\ioloop.py,464,17,0,6,19
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\blog\blog.py,148,12,0,2,6
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\maint\appengine\common\runtests.py,44,11,0,7,7
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\maint\appengine\py27\cgi_runtests.py,1,0,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\auth.py,943,14,0,1,12
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\httpserver_test.py,281,25,0,6,6
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\import_test.py,44,1,0,1,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\simple_httpclient.py,416,29,0,4,20
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\autoreload.py,164,11,0,5,9
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\chat\chatdemo.py,118,10,0,2,5
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\maint\appengine\py25\runtests.py,1,0,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\facebook\facebook.py,85,9,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\setup.py,34,4,0,4,4
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\benchmark\benchmark.py,44,9,0,2,3
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\maint\appengine\py25\cgi_runtests.py,1,0,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\benchmark\template_benchmark.py,55,6,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\websocket\chatdemo.py,70,10,0,2,3
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\benchmark\chunk_benchmark.py,36,9,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\auth\authdemo.py,54,8,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\web.py,1588,38,0,2,22
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\platform\twisted.py,233,17,2,1,11
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\options.py,329,8,0,2,10
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\wsgi.py,245,15,0,2,15
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\demos\appengine\markdown.py,1322,9,1,4,24
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\testing_test.py,34,3,0,2,2
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\website\sphinx\conf.py,58,3,0,1,1
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\stack_context.py,176,6,0,1,7
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\test\run_pyversion_tests.py,30,3,0,2,4
E:\Source code on python\web framework\tornado\tornado-2.2.0\tornado-2.2.0\tornado\platform\__init__.py,0,0,0,1,1
