FileName,File_sloc,File_in_degree,File_out_degree,File_Cyclomatic_Complexity,File_Max_Cyclomatic_Complexity
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\distutils\command\__init__.py,28,0,0,1,1
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\lib\tests\test_stride_tricks.py,180,3,0,2,3
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\oldnumeric\array_printer.py,13,0,0,1,2
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\numarray\alter_code1.py,220,5,0,2,6
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\lib\tests\test_shape_base.py,261,3,0,2,3
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\ma\setupscons.py,14,2,0,2,2
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\lib\tests\test_arraysetops.py,147,4,0,2,2
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\lib\tests\test_index_tricks.py,162,2,0,2,2
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\fft\tests\test_fftpack.py,17,2,0,2,2
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\numarray\setup.py,12,2,0,2,2
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\oldnumeric\ufuncs.py,18,0,4,1,1
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\linalg\tests\test_build.py,40,7,0,1,4
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\doc\io.py,6,0,0,1,1
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\doc\internals.py,141,0,0,1,1
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\lib\tests\test_twodim_base.py,281,2,0,2,5
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\f2py\common_rules.py,119,7,1,1,16
E:\Source code on python\Science & Engineering\numpy\numpy-1.6.2\numpy\doc\byteswapping.py,95,0,0,1,1
