FormerVersionFileName,exist,LatterVersionFileName,changed,addition,deletion,modification
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/tornado/platform/posix.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/tornado/platform/posix.py,0,0,0,0
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/tornado/platform/auto.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/tornado/platform/auto.py,0,0,0,0
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/tornado/httputil.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/tornado/httputil.py,1,5,21,12
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/maint/scripts/custom_fixers/fix_future_imports.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/maint/scripts/custom_fixers/fix_future_imports.py,0,0,0,0
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/maint/test/redbot/red_test.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/maint/test/redbot/red_test.py,1,0,0,10
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/tornado/tcpserver.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/tornado/tcpserver.py,1,2,0,4
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/tornado/platform/caresresolver.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/tornado/platform/caresresolver.py,0,0,0,0
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/maint/test/websocket/server.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/maint/test/websocket/server.py,0,0,0,0
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/tornado/testing.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/tornado/testing.py,1,8,4,10
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/tornado/template.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/tornado/template.py,1,1,1,21
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/tornado/test/runtests.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/tornado/test/runtests.py,1,3,0,0
/home/aiyanxu/pair/tornado-3.0.0/tornado-3.0.0/demos/s3server/s3server.py,1,/home/aiyanxu/pair/tornado-3.1.1/tornado-3.1.1/demos/s3server/s3server.py,0,0,0,0
