FileName,File_sloc,File_in_degree,File_out_degree,File_Cyclomatic_Complexity,File_Max_Cyclomatic_Complexity
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\weave\vtk_spec.py,97,1,1,1,3
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\weave\examples\array3d.py,83,3,0,2,4
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\weave\tests\test_slice_handler.py,136,6,0,2,2
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\weave\tests\weave_test_utils.py,111,6,0,1,12
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\weave\examples\functional.py,78,3,0,2,4
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\weave\info.py,11,0,0,1,1
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\weave\md5_load.py,5,2,0,2,2
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\optimize\benchmarks\bench_zeros.py,27,8,0,2,4
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\weave\tests\test_numpy_scalar_spec.py,116,11,0,14,14
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\sparse\linalg\eigen\lobpcg\__init__.py,9,2,0,2,2
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\sparse\linalg\eigen\arpack\info.py,16,0,0,1,1
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\sparse\linalg\dsolve\umfpack\setupscons.py,9,1,0,2,2
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\sparse\sparsetools\setupscons.py,12,3,0,2,2
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\sparse\linalg\isolve\__init__.py,9,4,0,1,1
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\signal\tests\test_filter_design.py,25,3,0,1,1
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\special\setupscons.py,13,5,0,2,2
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\signal\fir_filter_design.py,384,4,1,1,11
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\stats\tests\test_mstats_extras.py,80,5,0,2,2
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\misc\pilutil.py,345,4,1,1,23
E:\Source code on python\Science & Engineering\scipy\scipy-0.9.0\scipy\maxentropy\setupscons.py,10,3,0,2,2
