FileName,File_sloc,File_in_degree,File_out_degree,File_Cyclomatic_Complexity,File_Max_Cyclomatic_Complexity
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\test_exception.py,98,6,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\route53\test_connection.py,44,6,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\s3\test_lifecycle.py,68,6,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\s3\test_bucket.py,88,5,0,1,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\s3\test_cors_configuration.py,65,2,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\ec2\cloudwatch\test_connection.py,57,4,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\dynamodb\test_layer2.py,79,5,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\dynamodb\test_batch.py,69,5,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\ec2\test_instance.py,219,4,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\ec2\elb\test_loadbalancer.py,113,5,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\ec2\elb\test_listener.py,93,4,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\glacier\test_layer1.py,16,2,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\glacier\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\rds\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\emr\test_cert_verification.py,11,3,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\devpay\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\gs\test_resumable_downloads.py,284,10,0,1,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\elastictranscoder\test_layer1.py,75,8,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\docs\source\extensions\githublinks\__init__.py,44,4,0,1,3
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\docs\source\conf.py,31,3,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\__init__.py,27,3,0,1,5
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\gs\test_versioning.py,196,3,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\gs\util.py,55,2,1,1,5
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\s3\test_website.py,179,11,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\s3\test_tagging.py,39,4,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\elastictranscoder\test_cert_verification.py,8,3,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\gs\test_generation_conditionals.py,287,7,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\route53\test_resourcerecordsets.py,53,3,0,2,7
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\glacier\test_cert_verification.py,11,3,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\rds\test_cert_verification.py,11,3,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\gs\cb_test_harness.py,47,2,0,1,5
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\glacier\test_layer2.py,19,4,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\gs\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\gs\test_basic.py,326,10,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\rds\test_db_subnet_group.py,58,5,0,1,8
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\dynamodb2\test_cert_verification.py,11,3,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\kinesis\test_kinesis.py,39,3,0,1,5
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\s3\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\mturk\all_tests.py,18,8,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\test_connection.py,330,10,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\vpc\__init__.py,3,0,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\swf\test_layer2_domain.py,100,7,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\fps\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\cloudtrail\test_cloudtrail.py,69,3,0,1,3
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\vpc\test_dhcpoptions.py,193,4,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\mws\__init__.py,0,0,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\integration\gs\testcase.py,77,8,0,1,5
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\vpc\test_internetgateway.py,125,4,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\glacier\test_layer1.py,76,5,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\glacier\test_concurrent.py,116,9,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\elasticache\test_api_interface.py,16,2,0,1,1
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\tests\unit\ec2\test_instancestatus.py,23,4,0,2,2
E:\Source code on python\web framework\boto\boto-2.20.0\boto-2.20.0\boto\mturk\qualification.py,92,0,0,1,3
