FileName,File_sloc,File_in_degree,File_out_degree,File_Cyclomatic_Complexity,File_Max_Cyclomatic_Complexity
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_testament.py,24,4,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\commands\test_cat.py,26,4,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\revisionstore_implementations\__init__.py,59,3,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_ignored.py,13,1,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_checkout.py,94,10,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_bundle_info.py,33,1,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_break_lock.py,50,7,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_branch.py,70,7,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_bound_branches.py,247,12,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_annotate.py,141,2,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_re_sign.py,55,5,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_reconfigure.py,42,2,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\branch_implementations\test_push.py,166,10,0,1,5
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_too_much.py,480,15,0,1,5
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_tsort.py,432,6,0,1,1
E:\Source code on python\Other\bzr-1.2\tools\history2revfiles.py,54,7,0,2,7
E:\Source code on python\Other\bzr-1.2\tools\convertinv.py,37,8,0,2,2
E:\Source code on python\Other\bzr-1.2\bzrlib\util\tests\test_bencode.py,180,4,0,1,29
E:\Source code on python\Other\bzr-1.2\tools\__init__.py,0,0,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_pull.py,33,9,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_remove.py,228,4,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\util\effbot\org\http_manager.py,47,3,0,1,7
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_is_ignored.py,130,5,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_executable.py,131,5,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_get_file_mtime.py,66,2,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_merge_from_branch.py,87,4,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_is_control_filename.py,17,3,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_parents.py,515,15,0,1,5
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\repository_implementations\test_reconcile.py,272,13,0,1,3
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_switch.py,98,4,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_subsume.py,84,4,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_smtp_connection.py,195,10,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_smart_add.py,110,7,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_strace.py,43,6,0,1,3
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_smart.py,763,14,0,1,3
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_read_working_inventory.py,22,3,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_flush.py,35,3,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_nested_specifics.py,27,2,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\util\tests\__init__.py,1,0,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\textmerge.py,105,1,0,1,6
E:\Source code on python\Other\bzr-1.2\bzrlib\util\effbot\__init__.py,0,0,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_versioning.py,114,7,0,2,3
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_status.py,363,14,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\tree_implementations\test_path_content_summary.py,66,6,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_rename_one.py,252,5,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\http_utils.py,292,12,2,1,6
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_bugtracker.py,152,4,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\repository_implementations\test_break_lock.py,32,6,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_decorators.py,122,5,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\interrepository_implementations\__init__.py,92,7,0,1,3
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_http.py,1234,19,0,2,5
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\commands\test_init.py,10,2,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\commands\test_branch.py,19,2,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_cat.py,86,2,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_ancestry.py,75,4,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\tree_implementations\test_list_files.py,34,1,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_weave.py,637,10,0,1,3
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\repository_implementations\test_find_text_key_references.py,8,1,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_merge_core.py,667,32,0,1,6
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_atomicfile.py,101,9,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_bad_files.py,52,7,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_merge3.py,298,5,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\repository_implementations\test_has_revisions.py,19,2,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\repository_implementations\test_iter_reverse_revision_history.py,104,3,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\repository_implementations\test_revision.py,78,1,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\repository_implementations\test__generate_text_key_index.py,8,1,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_progress.py,208,10,0,1,4
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\tree_implementations\test_get_file_mtime.py,19,2,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_textfile.py,23,7,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\transport_util.py,78,10,3,2,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\branch_implementations\test_update.py,34,3,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\commands\test_commit.py,29,5,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\per_lock\__init__.py,45,2,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\per_lock\test_lock.py,111,3,0,1,4
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_fetch.py,216,18,0,1,3
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\inventory_implementations\basics.py,186,9,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_escaped_store.py,66,10,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_tags.py,121,6,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\blackbox\test_push.py,243,16,0,1,3
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\test_inv.py,116,5,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\workingtree_implementations\__init__.py,95,8,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\commands\test_update.py,16,3,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\bzrdir_implementations\__init__.py,84,5,0,1,2
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_generate_ids.py,96,2,0,1,1
E:\Source code on python\Other\bzr-1.2\bzrlib\tests\test_email_message.py,168,6,0,1,3
